job_id,job_name
28055440-f5a4-11ef-a337-0242ac120005,标题：佳木斯分公司抚远分公司政企客户部政企客户经理
28055979-f5a4-11ef-a337-0242ac120005,标题：佳木斯分公司市场经营部大数据管理
28055dcc-f5a4-11ef-a337-0242ac120005,标题：牡丹江分公司政企事业部政企行业客户经理
280562fb-f5a4-11ef-a337-0242ac120005,标题：佳木斯分公司综合部普法管理
2805666d-f5a4-11ef-a337-0242ac120005,标题：牡丹江分公司市场经营部大数据管理
28056a87-f5a4-11ef-a337-0242ac120005,标题：齐齐哈尔分公司碾子山区分公司政企解决方案经理
28056ebe-f5a4-11ef-a337-0242ac120005,标题：齐齐哈尔分公司泰来分公司政企行业客户经理
280573d6-f5a4-11ef-a337-0242ac120005,标题：哈尔滨分公司依兰分公司政企客户经理
280578a0-f5a4-11ef-a337-0242ac120005,标题：哈尔滨分公司方正分公司政企客户经理
28057da7-f5a4-11ef-a337-0242ac120005,标题：哈尔滨分公司延寿分公司政企客户经理
280582f9-f5a4-11ef-a337-0242ac120005,标题：哈尔滨分公司肇东分公司政企客户经理
28058bb5-f5a4-11ef-a337-0242ac120005,标题：哈尔滨分公司通河分公司政企客户经理
28059017-f5a4-11ef-a337-0242ac120005,标题：蔚蓝传动（北京）科技有限公司
2805978b-f5a4-11ef-a337-0242ac120005,标题：蔚蓝传动（北京）科技有限公司
28059ae2-f5a4-11ef-a337-0242ac120005,标题：助理硬件/软件工程师
28059f45-f5a4-11ef-a337-0242ac120005,标题：电话销售/福利补贴/五险一金(J29416)
2805ad0b-f5a4-11ef-a337-0242ac120005,标题：咨询助理（无锡） J14996
2805b121-f5a4-11ef-a337-0242ac120005,标题：惠东县委政法委文秘助理
2805b433-f5a4-11ef-a337-0242ac120005,信息
2805bf98-f5a4-11ef-a337-0242ac120005,标题：生产运营管培生
2805c4af-f5a4-11ef-a337-0242ac120005,标题：办公室实习岗位
2805d0a1-f5a4-11ef-a337-0242ac120005,标题：储备项目助理（J15105）
2805d646-f5a4-11ef-a337-0242ac120005,标题：AI数据处理实习生
2805d994-f5a4-11ef-a337-0242ac120005,标题：水利工程设计（高级工程师）
2805dd7f-f5a4-11ef-a337-0242ac120005,标题：现场工艺助理工程师
2805e194-f5a4-11ef-a337-0242ac120005,标题：储备项目经理（J15102）
2805e699-f5a4-11ef-a337-0242ac120005,标题：冷链物流经理
2805eab9-f5a4-11ef-a337-0242ac120005,标题：大数据开发工程师 J15065
2805ef5e-f5a4-11ef-a337-0242ac120005,标题：储备项目经理（J5099）
